source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pm,pmra,pmra_error,pmdec,pmdec_error,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp
2013561104513628672,345.673143290805,0.1445863,59.49839302241573,0.13515082,0.227114973103383,0.17200561,3.4720275,-3.309156738255916,0.18176171,-1.0509314684351965,0.17581956,-0.15522797,-0.025916195,-0.10150328,18.985567,19.679329,17.846586,1.8327427
2013561104517273728,345.6605713873595,0.24864021,59.482977654655,0.238035,0.1538853968045251,0.30280578,3.3915353,-3.004158626778277,0.28909189,-1.5740213088825616,0.31938705,-0.14928222,-0.042691905,-0.1291038,19.799828,20.896399,18.832914,2.0634842
2013561104517277824,345.6524170977907,0.1188363,59.48460382821117,0.11468095,0.1432291591327482,0.14267248,2.4030278,-2.1906710805054943,0.14243786,-0.9876751527103672,0.14879422,-0.11232044,0.019449979,-0.090118274,18.72186,19.539728,17.848677,1.6910515
2013561104517279744,345.65846313658113,0.25053862,59.48465779178513,0.22723842,0.4362743009456081,0.30001658,2.2535324,-2.0299895738476863,0.2906927,-0.978545251860902,0.30221614,-0.03271215,0.0152740665,-0.035722554,19.70393,20.68973,18.753735,1.9359951
2013561104517281536,345.6665378535195,0.4696951,59.48556914443483,0.43291482,0.1852989017868063,0.56349105,1.419245,-1.2191240110877342,0.54922426,0.7266312688657537,0.56879747,-0.21347052,-0.13500938,-0.006739744,20.388426,21.217937,19.201206,2.0167313
2013561104517292928,345.6650536487231,0.07073947,59.48865374611277,0.06961574,0.5754911513551588,0.08600153,1.6752534,-1.466511523768784,0.08643746,-0.8098258255507379,0.088852935,-0.09593072,0.027125087,-0.12800492,17.763521,18.405973,16.97625,1.4297237
2013561104521782912,345.65461950523434,0.45316863,59.48232567563206,0.39773488,1.2075890569034,0.51823664,10.232579,-9.425219409303097,0.5673032,-3.9838321337963167,0.56395024,0.16296957,-0.13790314,-0.12869418,20.385557,21.292585,19.187664,2.1049213
2013561104521825792,345.66377512145294,0.73761606,59.49151789723777,0.56084126,0.1920322618816408,0.76674616,2.724575,-1.3244589113211067,0.9906934,-2.380991032723658,0.941868,0.38761914,-0.15847652,-0.2243152,20.5744,21.392284,19.583412,1.8088722
2013561104521839488,345.6664531805983,0.25982237,59.49088685929502,0.23424923,0.0777043950758319,0.30581033,4.0812364,-3.8013088959115513,0.31906196,-1.485443394341246,0.31650206,-0.02319984,-0.05783087,-0.11293885,19.80619,20.64714,18.844568,1.8025723
2013561104521871616,345.67327083979785,0.59290004,59.49011841235947,0.52680403,0.2581203686207654,0.6222453,3.085844,-2.8138026215107343,0.70881337,-1.2668652693856957,0.72472596,-0.0061666467,-0.030586917,-0.12178551,20.52751,21.040596,19.458158,1.5824375
2013561108816177280,345.6722929881984,0.057901848,59.4957567603524,0.053085126,0.3334262352880222,0.067677915,6.5586734,-5.245745620871487,0.07272598,-3.936794675379164,0.068076774,-0.19683222,0.0250817,-0.18860693,17.387638,18.280993,16.45806,1.8229332
2013561138876994688,345.620174207727,0.18036693,59.47721392601823,0.18156298,0.1616477979157056,0.22253679,4.779715,-3.9839384214754094,0.2229701,-2.640816353326539,0.23840134,-0.20094009,0.03448655,-0.2135367,19.338055,20.518965,18.273516,2.245449
2013561138877027456,345.6458426040803,0.32298285,59.48802366638068,0.30895448,0.3318446197439524,0.3872902,2.15645,-1.613591254256454,0.3741529,-1.4305943231479608,0.41174144,-0.10471351,-0.05998745,-0.09342371,20.034462,21.160315,18.982565,2.1777496
2013561138877027584,345.6434007944227,0.49274486,59.48839487860138,0.4524603,0.6692107471332281,0.561881,5.013481,-4.594307571967916,0.59053576,-2.0068212676554893,0.594038,-0.1628067,-0.05150865,0.0029527722,20.41129,21.334143,19.499111,1.8350315
2013561138877028352,345.63413228279177,0.24693152,59.48816111777348,0.23884842,1.327123984603518,0.2979208,0.45645747,-0.4240144771240693,0.3016351,-0.1690122382603896,0.31685302,-0.12138898,-0.062568374,-0.053718373,19.675339,20.999708,18.502354,2.4973545
2013561138877040768,345.6310895727822,0.10101607,59.49389612963411,0.085324004,0.235870173743932,0.109065145,5.249737,-4.735800668711247,0.13295895,-2.265375558561412,0.11263353,-0.02891185,0.0371319,-0.07967948,18.203482,18.829119,17.470047,1.3590717
2013561138877042688,345.6374603065417,0.14998166,59.494950093582176,0.13118337,0.1125641812396886,0.16931207,7.221861,-7.197031244660096,0.18452291,-0.5983452128356009,0.16978219,-0.08512821,-0.037083946,-0.08844087,18.931028,19.676878,18.117733,1.559145
2013561138877044224,345.6413782858318,0.4532634,59.495828235113706,0.4402577,0.2849614276239907,0.54092485,3.0140152,-2.9371357373460856,0.5787862,-0.676402784218135,0.60404044,-0.07220189,-0.016894856,-0.10880709,20.395617,21.261806,19.466503,1.7953033
2013561138881440128,345.6348909979213,0.40227434,59.48870190876459,0.37596792,0.6316585994489768,0.4517269,5.3839006,-4.526776099947796,0.504292,-2.914564078482697,0.52692986,0.04637411,0.02547098,0.0027921281,20.201824,21.087435,19.163364,1.9240704
2013561138881445760,345.63630899578544,0.3787231,59.49116320096623,0.3483461,0.0997309315642071,0.44936287,3.564583,-3.210712139354599,0.4778451,-1.5484119591325702,0.49009064,-0.08762712,-9.508514e-05,-0.07122576,20.154202,20.94154,19.283482,1.6580582
2013561143168061056,345.64005340178915,0.24039371,59.49042351058046,0.22824472,0.7293593889682737,0.28771615,2.9469507,-2.6521901493012296,0.28729707,-1.2846809235645529,0.2995402,-0.19776443,0.037363432,-0.093361385,19.444336,20.104115,18.23908,1.8650341
2013561143168067584,345.6245265340367,0.31064263,59.482286873084135,0.30490798,0.4275054373194126,0.36730036,3.7227457,-3.1866996619928267,0.35440564,-1.924520775140852,0.4024446,-0.09244399,0.0122308945,-0.091904886,20.001122,20.74304,18.971365,1.7716751
2013561143168070144,345.6232991221918,0.20752873,59.47992618040044,0.19252281,0.1460668561913098,0.24805735,4.034971,-3.073428549490233,0.2403035,-2.6143889198445094,0.25269127,-0.110210314,-0.050436452,-0.10870388,19.516111,20.33127,18.589985,1.7412853
2013561143168556800,345.61975661182186,0.6916723,59.48327579412329,0.6694248,1.029829326350841,0.7762285,4.464916,-1.4168835273870786,0.77545106,-4.234137057977623,0.8982292,-0.059940077,0.07125976,0.05710526,20.584726,21.545187,19.380112,2.1650753
2013561143168561792,345.6371588637938,0.60173154,59.48906518033341,0.56771404,0.0799291441468323,0.7438875,1.6199758,-0.1492404763256383,0.7528391,1.6130867947573282,0.8297608,-0.32765612,0.088008784,-0.023284454,20.627106,21.304956,19.807749,1.4972076
2013561143168565376,345.64368080459,0.5523448,59.48731838772727,0.4787308,1.0150964846293653,0.67752177,4.5639415,4.468940079561688,0.7580437,0.9263572731721288,0.6793503,-0.39279848,-0.06596598,0.020860575,20.54686,21.874643,19.332731,2.541912
2013561143175914368,345.6366419764074,0.026092991,59.48511694109671,0.025091508,0.471439202724242,0.030814262,8.243727,-7.041095720773584,0.031351257,-4.287424052528813,0.031827495,-0.08819146,0.024569422,-0.15240633,15.977704,16.509264,15.288862,1.2204018
2013561143175914496,345.62865152611425,0.009335125,59.48206410621289,0.009412975,0.6233966073435238,0.011053679,5.7950273,-2.4592901637554387,0.011500274,-5.247307384831469,0.0120537365,-0.09430595,0.077427864,-0.21182859,13.443312,13.766609,12.951168,0.81544113
2013561143175915264,345.6268647248599,0.030481648,59.48001208729474,0.029922822,0.1987493994338444,0.036316734,3.009155,-2.456302300425852,0.036708005,-1.7382728796632014,0.03876498,-0.13079736,0.056579914,-0.22081482,16.265251,16.740364,15.547918,1.1924458
2013561143178957440,345.6222622570425,0.22061993,59.48646882394799,0.22192578,0.3968244039760519,0.28372768,3.3581405,-2.4721711060933704,0.27021256,-2.272768656519534,0.29443347,-0.076659106,0.14611799,-0.059010115,19.525702,20.54803,18.551731,1.9962997
2013561173233114240,345.65192337297685,0.13911258,59.501918456795735,0.12749743,0.2256457074373722,0.15732081,4.311257,-3.915715885235519,0.17063531,-1.80391420874942,0.16562684,-0.047461838,-0.025065305,-0.10087397,18.854698,19.84916,17.897594,1.9515648
2013561173233116544,345.6623298584561,0.11971761,59.502393256023616,0.11359842,0.2515776203790155,0.13786961,3.454559,-2.928385441219671,0.15262082,-1.8326310461387023,0.15343797,0.0073431516,0.1130776,0.00033141708,18.640707,19.363783,17.847265,1.5165176
2013561173233123456,345.6590550715817,0.040797785,59.503893527217215,0.039840903,0.4240263785169493,0.0482779,1.9533198,-0.5226699843812961,0.04918816,-1.8820930368044697,0.049830634,-0.076573886,0.026908424,-0.12640025,16.83652,17.344994,16.17764,1.1673527
2013561173233123584,345.6628383330458,0.17583823,59.50488142552227,0.16845778,0.2326023871654349,0.21111622,3.270456,-3.027543498924678,0.22108234,-1.2368762947638476,0.22004148,-0.15703383,0.024172612,-0.0922401,19.230415,20.146454,18.326374,1.8200798
2013561173233123712,345.6621431256197,0.18493983,59.50639183673976,0.17735454,0.514425372716196,0.22098413,2.145235,-0.912794681660779,0.22370549,-1.9413498048588216,0.23802504,-0.08479047,-0.026158947,-0.10119616,19.328474,20.17127,18.463589,1.7076817
